Label Number;Box Number;Company Name;Company Address;Product Description;GTIN14;Batch;Amount;Expiration Date;Net weight
601;8;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Vinho Tinto 750ml;15901234567893;L319575;30;10/11/2025;36.11
601;9;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Mel Natural 250g;15901234567895;L327681;9;27/08/2025;2.81
602;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Café Torrado 250g;15901234567899;L894969;32;06/11/2025;8.36
602;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Sumo Laranja 1L;15901234567901;L452447;23;08/12/2025;24.57
603;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeite Extra Virgem 500ml;15901234567890;L916489;4;23/04/2026;2.33
603;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L567082;3;12/08/2025;4.06
604;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Café Torrado 250g;15901234567899;L146763;17;02/05/2026;4.66
604;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L433404;32;23/01/2026;12.96
604;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Conserva de Tomate 400g;15901234567891;L566719;4;08/09/2025;1.78
604;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Café Torrado 250g;15901234567899;L611872;45;24/10/2025;11.44
604;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L284398;39;06/08/2025;19.95
604;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L772414;8;21/04/2026;3.48
605;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Conserva de Tomate 400g;15901234567891;L479317;8;04/08/2025;3.37
605;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Água Mineral 500ml;15901234567902;L289173;14;17/04/2026;7.15
606;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Atum em Conserva 120g;15901234567903;L782742;28;04/02/2026;3.97
606;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L896165;5;31/12/2025;2.75
606;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Massa Fusilli 500g;15901234567898;L707837;44;01/08/2025;22.43
606;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeitonas Verdes 300g;15901234567897;L821046;40;12/08/2025;14.26
606;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Queijo Curado 200g;15901234567894;L842588;39;08/03/2026;7.93
607;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Snacks Salgados 200g;15901234567904;L352009;7;18/05/2026;1.78
607;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L270479;49;09/10/2025;19.9
607;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Bacalhau Seco 500g;15901234567896;L329923;41;02/09/2025;20.81
607;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L176142;33;24/05/2026;16.63
607;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Chocolate Negro 100g;15901234567900;L334764;10;31/03/2026;1.33
607;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Massa Fusilli 500g;15901234567898;L148432;5;05/02/2026;2.75
607;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Massa Fusilli 500g;15901234567898;L449742;33;21/07/2025;16.88
607;8;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Arroz Carolino 1kg;15901234567892;L610124;46;19/07/2025;46.39
607;9;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Conserva de Tomate 400g;15901234567891;L558964;26;30/03/2026;10.59
607;10;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeitonas Verdes 300g;15901234567897;L880213;5;31/12/2025;2.05
608;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Água Mineral 500ml;15901234567902;L365983;35;18/10/2025;17.68
608;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeitonas Verdes 300g;15901234567897;L920972;47;14/11/2025;16.8
608;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L529004;38;03/01/2026;15.59
608;4;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Vinho Tinto 750ml;15901234567893;L647164;2;12/12/2025;2.86
609;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Chocolate Negro 100g;15901234567900;L941637;46;12/11/2025;5.05
610;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Sumo Laranja 1L;15901234567901;L206168;48;06/03/2026;50.54
610;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Massa Fusilli 500g;15901234567898;L896447;18;05/02/2026;9.36
611;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeite Extra Virgem 500ml;15901234567890;L262670;18;20/10/2025;9.36
611;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L662429;33;11/12/2025;33.19
611;3;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Massa Fusilli 500g;15901234567898;L790685;19;30/12/2025;9.81
612;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Sumo Laranja 1L;15901234567901;L860965;23;13/10/2025;24.58
612;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Mel Natural 250g;15901234567895;L235578;29;13/05/2026;9.18
612;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L105383;34;01/12/2025;10.41
612;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L639772;39;02/01/2026;47.05
613;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L397724;10;26/12/2025;12.23
613;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L950543;5;28/07/2025;2.82
613;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Queijo Curado 200g;15901234567894;L882697;17;14/11/2025;3.67
613;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Massa Fusilli 500g;15901234567898;L490025;46;19/01/2026;23.41
614;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Chocolate Negro 100g;15901234567900;L662052;40;08/05/2026;4.11
614;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Água Mineral 500ml;15901234567902;L456016;42;16/07/2025;21.18
614;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L380116;42;26/07/2025;21.16
614;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L834902;49;05/02/2026;12.59
614;5;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Vinho Tinto 750ml;15901234567893;L922322;46;27/08/2025;55.68
614;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Arroz Carolino 1kg;15901234567892;L755337;50;26/12/2025;50.23
614;7;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L312137;47;24/12/2025;23.73
614;8;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Snacks Salgados 200g;15901234567904;L435744;13;11/03/2026;2.72
614;9;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L969708;14;27/04/2026;7.43
615;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L288646;3;10/11/2025;0.78
615;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Snacks Salgados 200g;15901234567904;L761483;25;26/10/2025;5.41
616;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L922676;36;08/08/2025;4.88
616;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L543472;17;02/05/2026;2.69
616;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L493654;34;02/09/2025;8.82
616;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Bacalhau Seco 500g;15901234567896;L715243;10;26/03/2026;5.1
616;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Água Mineral 500ml;15901234567902;L959091;46;03/05/2026;23.28
616;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L656808;25;11/08/2025;6.58
617;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L107197;21;15/11/2025;8.81
617;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Sumo Laranja 1L;15901234567901;L232212;28;10/02/2026;29.84
617;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L651263;4;08/06/2026;1.77
617;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Bacalhau Seco 500g;15901234567896;L753767;36;31/08/2025;18.26
617;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L967747;39;12/09/2025;19.86
617;6;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L622537;13;24/01/2026;4.38
618;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Atum em Conserva 120g;15901234567903;L411522;42;02/01/2026;5.87
618;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L253736;25;05/02/2026;9.23
618;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Azeitonas Verdes 300g;15901234567897;L230341;15;08/03/2026;5.71
618;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Café Torrado 250g;15901234567899;L138457;6;14/09/2025;1.73
618;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L891334;41;29/07/2025;5.7
619;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Chocolate Negro 100g;15901234567900;L339130;18;28/03/2026;2.28
619;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Mel Natural 250g;15901234567895;L230422;30;20/02/2026;9.33
619;3;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeitonas Verdes 300g;15901234567897;L750943;27;31/07/2025;9.75
619;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Queijo Curado 200g;15901234567894;L463587;5;06/01/2026;1.32
619;5;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Queijo Curado 200g;15901234567894;L476883;10;09/09/2025;2.2
619;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L349127;39;22/03/2026;4.14
620;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Sumo Laranja 1L;15901234567901;L365614;39;10/04/2026;41.2
620;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L870583;22;14/10/2025;11.17
620;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Sumo Laranja 1L;15901234567901;L410039;32;14/04/2026;33.98
620;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L912512;14;06/10/2025;6.06
620;5;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Chocolate Negro 100g;15901234567900;L173043;42;17/07/2025;4.37
620;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Arroz Carolino 1kg;15901234567892;L278037;49;22/10/2025;49.43
620;7;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L985106;8;28/03/2026;8.46
620;8;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Café Torrado 250g;15901234567899;L748805;47;10/09/2025;12.0
620;9;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Snacks Salgados 200g;15901234567904;L795621;40;04/12/2025;8.39
621;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Bacalhau Seco 500g;15901234567896;L141191;6;11/10/2025;3.25
621;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Azeitonas Verdes 300g;15901234567897;L730401;3;21/12/2025;1.37
621;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L706490;36;29/07/2025;43.57
621;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Snacks Salgados 200g;15901234567904;L815691;43;03/05/2026;8.92
621;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Snacks Salgados 200g;15901234567904;L948310;47;02/10/2025;9.76
621;6;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Conserva de Tomate 400g;15901234567891;L941913;22;27/01/2026;9.09
621;7;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Arroz Carolino 1kg;15901234567892;L788080;16;22/04/2026;16.18
621;8;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeite Extra Virgem 500ml;15901234567890;L859510;13;26/03/2026;6.9
621;9;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Sumo Laranja 1L;15901234567901;L470469;6;31/03/2026;6.47
621;10;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Sumo Laranja 1L;15901234567901;L971648;27;11/04/2026;28.85
623;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Bacalhau Seco 500g;15901234567896;L472836;23;04/09/2025;11.77
623;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Chocolate Negro 100g;15901234567900;L484802;9;22/08/2025;1.11
623;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Chocolate Negro 100g;15901234567900;L454319;30;04/05/2026;3.11
623;4;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Queijo Curado 200g;15901234567894;L181247;46;10/06/2026;9.68
623;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Mel Natural 250g;15901234567895;L206189;23;04/02/2026;7.35
623;6;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Sumo Laranja 1L;15901234567901;L449960;43;09/06/2026;45.33
623;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L167792;37;20/01/2026;37.14
623;8;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Massa Fusilli 500g;15901234567898;L967416;37;08/08/2025;18.61
623;9;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeitonas Verdes 300g;15901234567897;L170850;21;01/06/2026;7.7
624;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L858459;11;09/01/2026;3.54
624;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Sumo Laranja 1L;15901234567901;L298555;13;03/09/2025;13.76
624;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L957512;37;19/05/2026;15.27
624;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Arroz Carolino 1kg;15901234567892;L449299;6;29/11/2025;6.25
624;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Mel Natural 250g;15901234567895;L842514;11;19/03/2026;3.7
624;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L636847;45;30/05/2026;11.35
624;7;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L641610;45;10/06/2026;22.81
624;8;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Atum em Conserva 120g;15901234567903;L624639;13;14/01/2026;2.03
624;9;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Vinho Tinto 750ml;15901234567893;L466191;5;04/09/2025;6.22
624;10;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L968676;40;28/10/2025;5.61
625;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L389968;49;22/03/2026;19.86
625;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Vinho Tinto 750ml;15901234567893;L830030;39;04/08/2025;47.15
625;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Queijo Curado 200g;15901234567894;L748024;10;02/11/2025;2.32
625;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Azeitonas Verdes 300g;15901234567897;L973778;12;14/04/2026;4.68
625;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Arroz Carolino 1kg;15901234567892;L926896;21;25/01/2026;21.13
625;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L927611;3;15/09/2025;4.06
625;7;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L329200;42;11/08/2025;17.23
626;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeitonas Verdes 300g;15901234567897;L404496;16;08/03/2026;5.8
626;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L276529;9;08/06/2026;4.67
626;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L831764;2;03/05/2026;1.37
626;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L122058;27;29/04/2026;8.3
627;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L211587;13;30/04/2026;13.41
627;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Mel Natural 250g;15901234567895;L666893;46;25/05/2026;14.0
628;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L336854;49;05/05/2026;49.3
628;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Massa Fusilli 500g;15901234567898;L546144;35;26/11/2025;17.75
628;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Vinho Tinto 750ml;15901234567893;L327559;16;01/03/2026;19.5
628;4;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeite Extra Virgem 500ml;15901234567890;L471554;2;08/06/2026;1.11
628;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L171664;46;08/02/2026;13.9
629;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Azeitonas Verdes 300g;15901234567897;L760918;21;25/07/2025;7.78
629;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Conserva de Tomate 400g;15901234567891;L295694;2;12/11/2025;1.13
629;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Vinho Tinto 750ml;15901234567893;L411987;44;03/09/2025;53.0
629;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L516660;6;06/03/2026;2.24
629;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Atum em Conserva 120g;15901234567903;L717334;33;14/03/2026;4.68
630;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeitonas Verdes 300g;15901234567897;L150003;31;07/09/2025;11.15
630;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Chocolate Negro 100g;15901234567900;L281402;14;17/12/2025;1.56
630;3;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Atum em Conserva 120g;15901234567903;L487010;25;02/01/2026;3.42
630;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Sumo Laranja 1L;15901234567901;L738531;35;11/06/2026;36.85
630;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Água Mineral 500ml;15901234567902;L481180;26;06/11/2025;13.36
630;6;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Chocolate Negro 100g;15901234567900;L466574;21;12/06/2026;2.55
631;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Café Torrado 250g;15901234567899;L894911;45;11/05/2026;11.43
631;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Bacalhau Seco 500g;15901234567896;L676870;40;06/06/2026;20.32
631;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Arroz Carolino 1kg;15901234567892;L921658;7;20/07/2025;7.39
631;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Mel Natural 250g;15901234567895;L875351;37;28/07/2025;11.39
631;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L833308;35;18/01/2026;42.1
631;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L314520;13;25/01/2026;13.38
631;7;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Queijo Curado 200g;15901234567894;L487126;14;27/11/2025;3.25
631;8;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeitonas Verdes 300g;15901234567897;L252251;24;21/02/2026;8.53
632;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L493484;13;31/03/2026;6.87
632;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L763177;2;28/07/2025;0.81
632;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Snacks Salgados 200g;15901234567904;L585224;7;29/12/2025;1.68
632;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L447075;28;23/08/2025;14.16
632;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L966028;7;14/02/2026;2.86
632;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Vinho Tinto 750ml;15901234567893;L159909;16;08/05/2026;19.38
632;7;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Snacks Salgados 200g;15901234567904;L978054;26;24/10/2025;5.41
632;8;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Atum em Conserva 120g;15901234567903;L594361;42;22/09/2025;5.92
632;9;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Sumo Laranja 1L;15901234567901;L154380;16;28/12/2025;16.91
633;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L326266;24;02/05/2026;6.11
633;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Sumo Laranja 1L;15901234567901;L962341;50;30/01/2026;52.91
633;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Vinho Tinto 750ml;15901234567893;L476845;3;22/08/2025;3.97
633;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L389102;7;24/08/2025;2.4
634;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Água Mineral 500ml;15901234567902;L126845;32;16/10/2025;16.38
634;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Massa Fusilli 500g;15901234567898;L733393;39;09/04/2026;19.96
634;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L941385;36;30/04/2026;36.48
635;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Mel Natural 250g;15901234567895;L636022;28;16/04/2026;8.88
635;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L857964;22;30/05/2026;9.08
635;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L390592;40;16/03/2026;20.37
635;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Arroz Carolino 1kg;15901234567892;L345366;18;05/06/2026;18.23
635;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L393330;34;08/06/2026;17.14
636;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L587500;18;30/05/2026;6.49
636;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Queijo Curado 200g;15901234567894;L488743;33;20/03/2026;6.89
636;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Chocolate Negro 100g;15901234567900;L428542;34;13/09/2025;3.88
636;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Arroz Carolino 1kg;15901234567892;L359110;26;04/04/2026;26.49
636;5;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Mel Natural 250g;15901234567895;L270957;29;25/08/2025;8.87
636;6;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Sumo Laranja 1L;15901234567901;L913127;50;26/01/2026;52.85
636;7;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L858972;42;25/12/2025;21.31
636;8;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Bacalhau Seco 500g;15901234567896;L910592;38;07/04/2026;19.38
637;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Mel Natural 250g;15901234567895;L132776;20;19/05/2026;6.21
637;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Vinho Tinto 750ml;15901234567893;L770627;40;07/05/2026;48.3
637;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Arroz Carolino 1kg;15901234567892;L637188;39;17/01/2026;39.24
637;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Queijo Curado 200g;15901234567894;L947753;38;07/05/2026;8.1
638;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Snacks Salgados 200g;15901234567904;L620225;19;04/06/2026;4.23
638;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Chocolate Negro 100g;15901234567900;L958149;39;10/11/2025;4.2
638;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Bacalhau Seco 500g;15901234567896;L530049;32;23/09/2025;16.21
638;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Mel Natural 250g;15901234567895;L872186;16;24/07/2025;5.28
638;5;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Vinho Tinto 750ml;15901234567893;L907424;6;01/08/2025;7.62
638;6;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L943274;49;13/06/2026;49.2
