Label Number;Company Name;Company Address;Product Description;Net weight;Batch Number;Country of origin;SN - Serial Number;Expiration Date;GTIN-14
352;Padaria Central;R. dos Flamingos, 22, 3221-561 Santa Cruz;Impressora;201 un;44092;China;7K7EYH5OQXZ6;14/08/2029;31617251463204
353;Empresa do José;Travessa S. Bartolomeu, 7, 8763-026 Lagoa;Sabonete;333 un;85486;Itália;JYA402Q80OR3;15/04/2035;48297874731204
354;Empresa do José;Alameda Barros, S/N, 0220-199 Horta;Impressora;492.66 L;61748;Espanha;5XL85CB9P4ER;NODATE;83710609108882
355;Global Tech;Rua de Fonseca, 13, 4123-669 Cantanhede;Cadeira;13055 mL;53775;Itália;ZY4GARDMA3VZ;20/08/2025;04651495192978
356;Global Tech;R. Melo, 3, 3382-178 Costa da Caparica;Impressora;19 un;61504;Espanha;DFQ1STTIQ8KJ;26/05/2026;49085892180815
357;Global Tech;Rua Oliveira, 2, 7651-786 Santo Tirso;Camisola;106.82 kg;79998;Alemanha;CKN3A19J48MI;11/06/2026;78509473132526
358;Química Duarte;R. de Figueiredo, 25, 1664-373 Costa da Caparica;Camisola;294.4 kg;62486;Brasil;FG9Z7NOBY0WZ;NODATE;14422646845288
359;Empresa Alfa;Av de Matias, 44, 3023-890 Reguengos de Monsaraz;Vinho;14018 mL;67399;Portugal;XXR4H40VTO2M;14/09/2029;21914757403167
360;Química Duarte;Alameda de Batista, 916, 1950-029 Beja;Madeira;14870 mL;73380;Itália;WE54NZPEZHGA;24/11/2032;94376238883562
361;Empresa do João;R. Tatiana Pinho, S/N, 7235-168 Tomar; Azeite;15587 g;98821;França;84XGR8UBWEB8;30/06/2031;51707037333331
362;Empresa Alfa;Praça Simão Faria, 53, 6367-078 Peniche;Sabonete;14506 mL;99645;Espanha;UJKHSSTKIKSU;05/02/2034;82592739171111
363;Empresa do João;Travessa Rita Ribeiro, 5, 6807-663 Amarante;Impressora;393.76 kg;95606;Brasil;HDE9DEM999DF;14/07/2027;23336726281205
364;Química Duarte;Av de Magalhães, 7, 4933-918 Porto;Madeira;15536 mL;90807;Itália;1AH4PUKID3J7;25/04/2028;34299202978379
365;Padaria Central;Largo D. Carlos I ao Parque das Nações, 288, 7540-246 Anadia;Impressora;247 un;51426;Espanha;9GQ7VQJM7ROD;NODATE;02381930636099
366;Empresa Alfa;Avenida Vaz, 43, 7669-553 Viana do Castelo;Impressora;344.71 L;84741;Itália;1ZGLXL8WTIAF;09/11/2025;38382551570911
367;Global Tech;Travessa Ferreira, 41, 4254-481 Valpaços;Camisola;385 un;45416;Brasil;UAN73C88SV9L;30/11/2031;48740770752808
368;Empresa do João;Alameda Lia Cruz, 31, 0555-762 Funchal;Madeira;266 un;67646;França;H5S6YG3GPFMN;14/09/2034;32613903858796
369;Móveis Raiz;Rua Alexandra Matias, 78, 9814-856 Pombal;Sabonete;139.63 kg;94486;China;UGNJJMOD6CXT;07/06/2030;32029339761351
370;Padaria Central;Praça de Pinto, 151, 0148-632 Bragança;Farinha;498 un;16384;Itália;6UDCUU1PAM5S;NODATE;71073132703055
371;Móveis Raiz;Travessa de Henriques, S/N, 1769-286 Évora;Impressora;48.42 L;11033;Brasil;HSFTZ6IOFV8V;12/05/2028;20828112586948
372;Móveis Raiz;Rua Guerreiro, 271, 2319-561 Valpaços;Madeira;216 un;19306;Brasil;F3LF9LIMJDEQ;28/03/2026;83495631144076
373;Empresa Alfa;Travessa Campos, 82, 8740-127 Tondela; Azeite;38.29 L;65042;Brasil;3Q768GFBXZVO;15/09/2033;60155996327121
374;Padaria Central;Largo Castro, 41, 6947-827 Moura;Vinho;130 un;77416;França;O589B8TNEBTG;27/12/2033;21036667087044
375;Móveis Raiz;Praça de Santos, 68, 6157-900 Lisboa;Cadeira;267.47 L;78146;França;CZD8QY69S0J0;20/01/2029;36920761736657
376;Móveis Raiz;Praça Henriques, S/N, 9219-041 Caniço;Sabonete;15238 mL;40997;China;4HGA0AEZJYCF;14/03/2030;60371701550629
377;Móveis Raiz;R. de Morais, 54, 4768-309 São Salvador de Lordelo;Sabonete;59.88 kg;82983;Brasil;1A72SNXMMM5W;09/05/2029;27812085194224
378;Móveis Raiz;Rua Monteiro, 6, 1176-105 Torres Vedras;Vinho;2486 mL;64355;Alemanha;TSW5AYOCP85A;NODATE;08382250551322
379;Empresa do José;Avenida de Carvalho, 68, 3194-066 Portimão;Pão;16537 g;66218;Portugal;WIIRAW2MCUZ7;18/03/2029;49650248536681
380;Empresa do João;Avenida Pinto, 4, 6315-425 Torres Vedras;Vinho;455.83 L;93236;França;SY6PCBB7WOLN;NODATE;65718611361005
381;Global Tech;R. do Borratém, 126, 2986-891 Viseu;Impressora;16264 g;74537;França;33GA5MP085AU;27/11/2027;22341183171359
382;Móveis Raiz;Av Nicole Magalhães, 67, 2514-197 Sacavém;Sabonete;11141 g;23139;Alemanha;M01CQT1XPF51;22/07/2030;12631784219371
383;Global Tech;Av de S. Lázaro, 3, 5133-276 Paços de Ferreira;Pão;19643 g;29010;Alemanha;M66XVCDXOHGG;08/09/2026;33087751974230
384;Empresa Alfa;R. Monteiro, 83, 0027-795 Lisboa;Pão;211 un;13359;Itália;S2MIYFZQA2UK;20/04/2027;10431231164131
385;Têxtil Lusa;Avenida Alícia Valente, S/N, 4037-280 Ílhavo;Sabonete;159 un;86900;Portugal;FN6Y5M9G4MP6;28/08/2025;52423035446986
386;Empresa do João;Rua Pereira, S/N, 5112-183 Abrantes;Camisola;601 un;58043;Portugal;QRJYGO8CUI3B;23/01/2030;80504380042024
387;Padaria Central;Avenida Araújo, 8, 5308-644 Lagos;Vinho;8518 g;45293;Alemanha;2UPUVSD9T1MW;18/12/2034;18012830366479
388;Têxtil Lusa;Av Kyara Mendes, 2, 1610-498 Santa Maria da Feira;Cadeira;253.73 kg;59312;Brasil;L2B1TTO5S6CO;NODATE;19031609428507
389;Empresa Alfa;Largo de Cardoso, 35, 8443-358 Abrantes;Madeira;105.83 kg;77629;Alemanha;AYR789ATBDIZ;30/08/2026;15508237080504
390;Móveis Raiz;Largo de Vieira, S/N, 2229-507 Esmoriz;Cadeira;382.78 kg;12020;China;I5BDJ0QTIHUL;11/12/2028;37980840985265
391;Química Duarte;Av de S. João da Foz, 13, 3953-351 Santa Maria da Feira;Farinha;10201 g;73187;Espanha;KUECPY0D063W;24/01/2026;76292833825940
392;Móveis Raiz;Av de Nascimento, 711, 1412-983 Peso da Régua;Vinho;12927 mL;67469;China;JVINT9033Y6Q;NODATE;68643898564001
393;Empresa Alfa;R. de Nunes, 365, 2944-463 Évora;Sabonete;16214 mL;32133;Alemanha;RC0ZFPUVD4TT;27/06/2032;85143279898683
394;Empresa do João;Alameda Júlio Verne, 68, 4019-758 Santo Tirso; Azeite;420 un;50628;Espanha;SWL4GT7O51AU;14/10/2030;09937949049841
395;Empresa do José;Rua Fonseca, 970, 9752-144 São Mamede de Infesta;Farinha;3778 g;74203;China;IS4X8Z1KO5YK;NODATE;62978988141025
396;Química Duarte;Alameda Rocha, 2, 2804-399 Castelo Branco;Cadeira;139.34 kg;80726;Espanha;DMV8ZC2AY0QH;NODATE;58983376077694
397;Empresa do João;Av de Leal, 10, 2434-113 Fátima;Vinho;879 un;57866;Alemanha;6GG14KM9R17T;10/07/2027;57315892026207
398;Empresa do João;Avenida Nogueira, 19, 0783-838 Ribeira Grande; Azeite;17821 mL;74603;Brasil;C4I6H27BTMFD;05/02/2028;39213287093427
399;Têxtil Lusa;Travessa de Amorim, S/N, 3762-303 Figueira da Foz;Sabonete;2364 mL;63794;China;2PX9HLPDKCR9;17/12/2031;37801081385142
400;Têxtil Lusa;Travessa do Conde de Óbidos, 17, 0900-918 Costa da Caparica;Sabonete;781 un;81516;Portugal;X9YXMGEKDAON;08/08/2032;07429123105639
401;Empresa do João;Avenida Correia, 91, 2355-133 Pombal; Azeite;112 un;38705;Itália;9T4BV20ST06L;15/06/2030;69103859164323
402;Química Duarte;Avenida Castro, 25, 1196-469 Sabugal;Impressora;97.46 L;29703;Itália;FLWSNMH88HYP;06/09/2032;98912631821756
403;Química Duarte;Avenida de Moreira, 9, 6276-450 Tomar;Impressora;17439 mL;56696;Portugal;T6SEGFMP3BT0;15/11/2033;31960210837373
404;Global Tech;Praça Lourenço Neves, 20, 7681-500 Fundão; Azeite;662 mL;46759;Brasil;6Y9TJYYLB1YJ;16/07/2029;79312609742607
405;Têxtil Lusa;Avenida de Lopes, S/N, 3548-633 Vila Nova de Famalicão;Vinho;1813 g;95545;Portugal;FT73WE311UJG;15/02/2035;17640983998106
406;Global Tech;R. de Caselas, 16, 1410-082 Figueira da Foz; Azeite;209.82 kg;91335;Itália;7EW6IRMQI38P;23/03/2028;71625157326925
407;Padaria Central;Largo Nunes, 66, 2387-467 Leiria;Vinho;231.48 L;50239;China;RMZYJ2EPLLKV;26/05/2029;50051072034990
408;Empresa Alfa;Travessa de Paiva, 75, 0457-976 Vila Nova de Gaia;Sabonete;18910 mL;69297;França;USWCTQYET2PX;23/02/2030;07828735092543
409;Empresa do João;Travessa Luciana Freitas, 372, 8339-041 Santa Cruz;Impressora;84 un;47915;Brasil;U8Y9ICXHGLDJ;17/05/2035;99788341617461
410;Padaria Central;Largo da França, 84, 1487-235 Estarreja;Cadeira;707 un;30833;Itália;CR1K7EGZ4DN3;21/12/2025;40244785586414
411;Empresa do João;Largo Monteiro, 2, 7340-748 Reguengos de Monsaraz;Pão;9539 g;94094;Espanha;S7ASCOH9Y4DG;06/10/2026;82928044994947
412;Empresa do João;Avenida Freitas, 18, 7532-361 Ermesinde;Pão;379.74 kg;30134;China;TGDDSOTYVXX4;NODATE;50573132991663
413;Padaria Central;Rua de Assunção, 6, 3330-949 Fátima;Camisola;964 un;22228;Itália;C10EZ14264PN;21/04/2033;33209513677827
414;Padaria Central;Praça Nascimento, 73, 7060-104 Aveiro;Cadeira;562 un;11776;Itália;JOY1Y0Z0XPAM;NODATE;11760321818508
415;Móveis Raiz;Alameda de Matos, 9, 6593-854 Montemor-o-Novo;Pão;803 un;73915;Espanha;02EG21J13IZ2;11/05/2026;36752383921629
416;Empresa do João;Av de Machado, S/N, 9037-147 Santa Cruz; Azeite;791 un;49873;Brasil;6DLELEMFDI0D;08/06/2029;17869579413967
417;Móveis Raiz;Travessa de Esteves, 29, 9502-997 Praia da Vitória;Farinha;316.75 kg;25085;Brasil;T54QCPNRJC69;28/06/2030;68032749158457
418;Têxtil Lusa;R. Amaral, 3, 2509-980 Lisboa;Impressora;4346 g;34497;Alemanha;574YTYV0MVFC;09/01/2026;65057658062691
419;Móveis Raiz;Largo Machado, 40, 1944-884 Esmoriz;Madeira;170.19 L;37502;Brasil;M69AQ1CTEXPT;12/02/2027;28825188702279
420;Empresa do José;Avenida Loureiro, 1, 0631-340 Sines;Camisola;5883 mL;61592;Alemanha;CWQGK0EOMTZ0;05/12/2034;08711363024581
421;Padaria Central;Avenida Prof. Francisco Caldeira Cabral, 33, 3281-666 Vila Franca de Xira;Madeira;258.07 kg;28734;China;DWGYKQ9LF22C;30/06/2032;01223211529580
422;Móveis Raiz;Praça Vieira, 11, 6637-194 Angra do Heroísmo;Impressora;149 un;38845;China;YV6YGSA9ZPL9;16/10/2026;46704661385360
423;Têxtil Lusa;Rua de Monteiro, 85, 1902-172 Tavira;Computador;306.59 L;19462;Espanha;EVB8WSGWOGH7;25/02/2032;45422452902584
424;Empresa do José;Travessa Paiva, 82, 0425-575 Marinha Grande;Computador;14936 g;63610;Portugal;0ZFC8IYN8TSF;NODATE;10699919356103
425;Empresa do João;Av Tristão da Silva, 3, 7227-533 Porto;Farinha;9864 mL;88088;Alemanha;OHLYH36TED2R;23/05/2028;06469103438509
426;Têxtil Lusa;R. de Marques de Oliveira, 61, 8465-244 Lixa;Camisola;433.64 kg;24489;Espanha;D6BR7KP6FE37;03/02/2033;58364995900022
427;Empresa do José;Av Luna Gonçalves, 6, 9106-705 Serpa;Impressora;466.64 kg;84103;Brasil;Q1IB2261WD3X;27/12/2027;05455551061347
428;Empresa do José;Av de Loureiro, 769, 2778-905 Chaves;Camisola;18053 mL;56216;Portugal;EIBUEA1MBJXF;30/03/2027;35055100388098
429;Empresa Alfa;Largo Victória Pinto, 14, 2802-666 Agualva-Cacém;Camisola;9868 g;46681;Itália;R4LHR18RY2JU;02/10/2033;26270420061825
430;Padaria Central;Largo Moreira, S/N, 2802-582 Tondela;Impressora;358.37 kg;99362;Brasil;F8U777TXE084;NODATE;93117528741100
431;Global Tech;Alameda Martins, 114, 0774-649 Amora;Cadeira;2143 g;21307;Portugal;PXX8TWWA9W32;21/03/2029;53547631248166
432;Padaria Central;Largo Machado, 39, 4749-177 Viseu; Azeite;409.18 L;71366;Portugal;48IV8AGI4JN4;06/12/2030;59179297154676
433;Móveis Raiz;Alameda Marcos Correia, 68, 5412-789 Póvoa de Santa Iria;Cadeira;991 un;85942;Alemanha;2L57I0GIWHXA;16/05/2028;35574712058342
434;Padaria Central;Travessa de Monteiro, S/N, 9166-034 Maia;Impressora;601 un;33807;França;IWNW2KTF8RZB;21/04/2027;75731141208639
435;Móveis Raiz;Alameda Yasmin Batista, 77, 4089-127 Oliveira de Azeméis;Impressora;4419 g;65551;Itália;TUJ9UM4FCJG6;17/05/2031;09333975724046
436;Empresa Alfa;Largo de Rodrigues, S/N, 3144-577 Estremoz; Azeite;249.51 kg;77614;Brasil;6XRUX9VZXHDT;10/08/2031;44260900568258
437;Têxtil Lusa;Praça de Gonçalves, 31, 6282-204 Vila do Conde;Impressora;0.64 L;34349;China;CKQQMZ1NELEF;11/11/2032;70583406077600
438;Global Tech;Largo de Pinho, S/N, 3348-962 Viseu;Pão;223.32 kg;97947;Espanha;G2XDR0KHXVPI;28/02/2035;97402708802306
439;Empresa do José;Largo Nunes, 6, 2469-340 Seixal;Impressora;266 un;58644;Alemanha;UWY1SP2ROMAC;28/07/2026;00885867831169
440;Empresa do José;Avenida Nair Moura, 762, 9738-385 Peso da Régua;Pão;55.06 L;47997;Espanha;YMLZ8XESQIBQ;11/08/2033;39073319508679
441;Têxtil Lusa;R. de Mota, 29, 4154-394 Lagoa;Vinho;8321 mL;73457;China;YD23D3E3B1AM;26/08/2030;95579508753254
442;Química Duarte;R. das Naus, S/N, 1198-926 Guimarães;Sabonete;408.64 kg;40418;Espanha;G8VE3ZYQXL31;NODATE;25850555527438
443;Empresa do José;Praça Bárbara Coelho, 21, 0140-853 Castelo Branco;Farinha;738 un;29292;China;0CF05JDKZB8W;29/08/2032;70374578339934
444;Global Tech;Avenida de Macedo, 30, 7802-835 Penafiel; Azeite;19250 g;89314;França;I2FQ9P95KYL5;NODATE;82863744019845
445;Global Tech;Praça Mélanie Assunção, 47, 6067-847 Ourém; Azeite;16411 mL;49587;Brasil;X3WFNXILIYCH;NODATE;99765437061743
446;Global Tech;Alameda da Boa Viagem, 93, 2827-909 Seixal;Farinha;187.67 kg;88541;Brasil;AV96UZAAFDGN;08/02/2029;80308410166683
447;Têxtil Lusa;R. Ivan Neto, 6, 7367-447 Cantanhede;Pão;700 un;44942;Itália;04PV70XQ6KVV;14/09/2028;70804128102185
448;Têxtil Lusa;Alameda da Agra do Amial, 4, 2391-983 Praia da Vitória;Vinho;556 un;33278;França;9SYM4WJ6B289;29/04/2030;48128515879413
449;Móveis Raiz;Rua República da Colômbia, 600, 3028-911 Sacavém;Impressora;249.12 L;88992;Brasil;HIIC5YAUDK8Z;06/06/2028;54197770727616
450;Empresa Alfa;Praça dos Mártires da Pátria, 7, 4644-429 Paredes;Computador;477 un;15033;Brasil;JR0UA7ZNYT7D;23/08/2034;23405574133051
451;Móveis Raiz;Largo Tavares, S/N, 7143-407 Ourém;Farinha;351.91 L;81709;Alemanha;XNN6E6DUH49Y;NODATE;20774190260328
452;Empresa Alfa;Largo Reis, S/N, 0563-408 Loures; Azeite;19452 mL;72766;Brasil;UR4R22YB04AF;NODATE;24121844137063
453;Química Duarte;Largo de Santos, 11, 2203-520 Chaves;Farinha;475 un;20400;China;ZRDYAJYDXS9S;20/07/2034;21792993676049
454;Global Tech;Avenida da Música, 405, 0976-060 Angra do Heroísmo;Madeira;176.23 kg;80384;Itália;AMN9L6RAVUDP;21/06/2030;24543053218337
455;Química Duarte;Av Andrade, 58, 8576-119 Amarante;Vinho;455.52 kg;70462;França;U8HYWURYBBGT;22/03/2035;78520918150103
456;Empresa Alfa;Travessa Eva Neto, 613, 1379-680 Vila Nova de Gaia;Madeira;354.65 L;57067;Alemanha;JQRQ9QI1BKJ3;16/12/2029;66851947660572
457;Empresa do José;Alameda Gaspar, 95, 4970-551 Vila Nova de Santo André;Camisola;489.39 L;43047;Portugal;69CSLS2R8YXS;19/07/2033;48471159935887
458;Empresa Alfa;R. de Soares, 92, 7917-411 Agualva-Cacém;Cadeira;3757 g;22736;Alemanha;7P72APAX0LER;06/03/2033;78463704945110
459;Têxtil Lusa;Avenida de José Régio, 23, 1441-649 Horta;Madeira;383.5 kg;39357;França;KNJ9VS25N2LC;16/03/2031;31123262869302
460;Global Tech;Largo Correia, 417, 0907-984 Sacavém; Azeite;284.06 kg;51898;Itália;W0V678FXN6X8;NODATE;74485174661658
461;Empresa do José;Travessa do Codeçal, 11, 3830-254 Santa Cruz;Farinha;211.89 L;93990;Alemanha;IYSMOSRSU3ED;25/03/2031;48388475927229
462;Móveis Raiz;Travessa de Eduardo Soares, 742, 6106-413 Mealhada;Vinho;4147 g;16256;França;PV3IHAJDO09R;24/06/2032;99809517429822
463;Têxtil Lusa;Alameda Jaime Tavares, 460, 7352-834 Oliveira de Azeméis;Pão;216.95 kg;14510;França;I4JVE9UY1F73;26/10/2027;91165361209651
464;Química Duarte;R. Diana Andrade, 79, 2812-807 Lamego; Azeite;117.56 kg;96807;Alemanha;QD9ZXHRV05PX;05/05/2034;15979693580713
465;Química Duarte;Alameda de Assunção, 82, 1341-773 Lamego;Camisola;19446 mL;58277;Itália;KS30K8T7XKUQ;11/10/2031;21385133605092
466;Global Tech;Praça Machado, 56, 2062-571 Alcobaça;Impressora;184.53 kg;77402;Espanha;AWU7JH8Y6EJ6;19/05/2029;56007622251467
467;Global Tech;Rua Lourenço Oliveira, 381, 2062-212 Estremoz;Madeira;662 un;84595;Portugal;CVB7QMAFNTYU;01/07/2033;69254369345346
468;Móveis Raiz;Avenida de Sousa, 67, 3926-758 Ovar;Impressora;140.89 L;51299;França;MQ1RDAFDCP7E;01/08/2027;94759602471835
469;Têxtil Lusa;Largo de Cardoso, 592, 5904-501 Mangualde;Vinho;11158 g;73407;França;CLOSHSDTVL1L;12/04/2026;55645069908356
470;Empresa do José;Largo Carolina Michaelis de Vasconcelos, 796, 0994-407 Fiães;Sabonete;1879 mL;78103;Itália;G9004KAOO1HT;14/11/2033;71179432604794
471;Química Duarte;Travessa Silva Porto, 438, 0837-988 Bragança;Pão;15833 g;43242;França;3GY31V5MFZF6;29/04/2026;20318889429917
472;Têxtil Lusa;Travessa de Branco, 39, 0382-587 Matosinhos;Madeira;17070 g;15179;China;0XU6ER1QFURR;28/10/2033;79299336875360
473;Global Tech;Travessa Bruna Rocha, 83, 3644-569 Praia da Vitória; Azeite;143.74 kg;86622;Itália;SIZ0H89SXYIX;18/11/2033;45899479397734
474;Têxtil Lusa;Largo de Pinto, 70, 6685-665 Portalegre;Vinho;7174 g;46072;Itália;LKYC09SCEQI3;26/10/2033;71411130293156
475;Química Duarte;Av de Batista, S/N, 7937-164 Marco de Canaveses;Impressora;483.65 kg;83269;China;HE7TPWYVTIF7;05/07/2030;35017321298874
476;Global Tech;Alameda de Carvalho, 19, 3783-712 Lisboa;Impressora;356.49 kg;90053;França;NU342N6YUAO2;19/05/2031;07879048321442
477;Empresa Alfa;Alameda Alícia Nunes, 88, 5744-496 Funchal;Sabonete;19.45 kg;93572;Brasil;T1QFBBQRIUGU;12/07/2032;09241237731545
478;Química Duarte;Travessa Reis, S/N, 2585-136 Olhão;Sabonete;7715 g;37283;Itália;1DX072SM2GX6;30/05/2035;51124341635102
479;Padaria Central;R. Lima, 54, 8385-651 Barcelos;Impressora;485.1 kg;76135;Alemanha;PYJJITGQL3ZE;NODATE;11040563198496
480;Química Duarte;Largo Leite, 58, 1184-698 Santarém;Farinha;428.32 L;66390;China;K13EQ1FQ1ULJ;NODATE;27166601508632
481;Empresa do João;Avenida de Esteves, 48, 1899-828 Rio Tinto;Sabonete;302.69 kg;67080;Alemanha;AJI5ITC5E3VE;02/06/2033;18961555249839
482;Têxtil Lusa;Alameda Benedita Costa, 54, 6996-453 Valongo;Madeira;723 un;28583;China;P1ED0ALVB3XQ;07/12/2027;13210917911860
483;Têxtil Lusa;Rua de Cintura Interna, 276, 8318-540 Rio Maior;Madeira;888 un;18680;Portugal;JR7MMTG2GVFW;17/01/2027;78910671580065
484;Móveis Raiz;Rua do Carvalhido, 687, 3160-034 Braga;Vinho;1492 g;79284;Itália;BGQ5IXVI4ZE0;15/06/2027;56058591563438
485;Empresa do João;R. Coronel Marques Júnior, 61, 9169-487 Tavira;Vinho;8245 mL;13285;Espanha;ZGA0A1MJXU4H;10/06/2032;91730483709743
486;Móveis Raiz;Largo Tiago Henriques, 92, 1207-271 Estremoz;Farinha;74.41 kg;54760;Espanha;G7S9SAOX599W;17/11/2029;25303306395691
487;Têxtil Lusa;Av Correia, 23, 6623-708 Ermesinde;Farinha;0.21 kg;62694;Espanha;4K0OJR5F22GM;02/06/2032;49234940185965
488;Têxtil Lusa;Avenida Pinheiro, 31, 1353-594 Póvoa de Varzim; Azeite;8238 g;79930;França;H5ZCOB3KPEW1;NODATE;68543021157817
489;Global Tech;Alameda Costa, 7, 4425-730 Fafe;Camisola;181 un;53143;Espanha;NW5JWRX4SGC0;20/02/2031;68830154832747
490;Têxtil Lusa;Travessa César Almeida, 660, 2734-763 Costa da Caparica; Azeite;292.3 kg;19132;Alemanha;7E0IY1PNCVFN;08/02/2029;05235267939912
491;Química Duarte;Rua de Magalhães, 64, 6393-702 Gafanha da Nazaré;Farinha;19259 g;82524;China;TSEYX15O7DDU;17/06/2028;59336869679035
492;Padaria Central;Alameda Freitas, 84, 6919-355 Lagos;Madeira;6809 mL;93558;Alemanha;X2KAZAO8TRNM;05/03/2028;69435663278133
493;Móveis Raiz;Av de Esteves, 92, 7142-331 Santa Comba Dão;Pão;6482 mL;77834;Brasil;BSC2IMF4FKHU;10/04/2033;78908531597334
494;Móveis Raiz;Rua do Monte Cativo, 8, 6236-071 Quarteira;Computador;11337 mL;44130;Portugal;SUX01FVGD4JW;22/11/2032;48002444906355
495;Têxtil Lusa;Alameda do Tronco, 26, 7509-770 Alcobaça;Farinha;11272 mL;38654;Itália;1AAUH4E2BHUQ;NODATE;84884111869967
496;Padaria Central;Avenida Matilde Bensaúde, S/N, 3379-643 Santo Tirso; Azeite;904 un;31505;China;J7LE8KQPLDNG;20/04/2029;00294117233443
497;Têxtil Lusa;Praça Carneiro, 86, 1443-712 Évora; Azeite;439.6 L;78643;Alemanha;5UK3Z2QLXF7D;NODATE;77124818134903
498;Empresa do João;Avenida de Melo, S/N, 7624-288 Sintra;Sabonete;4310 g;44653;Portugal;E9GMOAP3CCHN;NODATE;84763730419578
499;Global Tech;Av Cardoso, 2, 2224-444 Fátima;Camisola;3539 g;71025;Brasil;FAIZ02531XQW;03/05/2031;01081204691006
500;Móveis Raiz;Avenida de Batista, 2, 6224-515 Lamego;Madeira;8897 g;89974;Alemanha;NM8AIQ7N7L3K;31/05/2029;27250525721246
501;Empresa do José;Avenida de Teixeira, 351, 1298-192 Amora;Farinha;218.36 L;49792;China;0TSUK1K969WC;10/11/2026;97459874865527
502;Móveis Raiz;Largo dos Pinheiros, 58, 4451-651 Rio Tinto;Madeira;312.23 kg;15241;França;5GR5WSIQRR77;14/02/2032;27293563713975
503;Móveis Raiz;Largo Jesus, 10, 8205-884 Marinha Grande;Madeira;427.74 kg;47941;Brasil;XXMXX0M33QG0;15/06/2031;40114837020901
504;Empresa do João;Rua Vicente, 42, 9328-550 Alverca do Ribatejo;Impressora;282.17 kg;34006;China;YD1POVC5FE4R;24/06/2029;08195373477595
505;Móveis Raiz;Alameda de Guerreiro, 57, 4982-345 Lourosa;Madeira;129.06 kg;25573;Brasil;GV8QYN6V40IE;02/08/2033;65947371435214
506;Empresa do João;Alameda Clara Vaz, 25, 4826-505 Figueira da Foz;Madeira;3634 g;88879;China;3A0IZ8EVYR5G;17/08/2030;69079008750967
507;Padaria Central;Alameda de Amaral, 298, 6321-882 Torres Vedras;Sabonete;10591 mL;13243;Brasil;TRBYIE8DV10Q;18/07/2030;20822534974081
508;Têxtil Lusa;Travessa Anita Cardoso, 69, 5958-639 Câmara de Lobos;Computador;9.99 L;98063;Itália;YC0C89YRRUC5;11/04/2031;89792202150162
509;Empresa do João;Alameda Márcio Ribeiro, 18, 9462-337 Estarreja;Camisola;15230 g;52747;China;S3ZC9NGL8FYL;17/03/2035;06545093187941
510;Têxtil Lusa;Avenida de Gonçalves, 86, 5780-351 Lixa;Sabonete;432.19 L;94784;Portugal;SBGWNS0XL10N;25/03/2034;86632085096044
511;Têxtil Lusa;Alameda da Graça, 84, 0703-001 Beja; Azeite;12521 mL;56068;Portugal;QK3WU1AE2LWD;29/11/2032;34982195926642
512;Empresa Alfa;Largo de Brito, 7, 5889-048 Tarouca;Cadeira;12981 g;71569;China;HRMPSAX5U27H;29/12/2026;35039102334964
513;Padaria Central;Largo de Simões, 61, 0596-757 Lagoa;Computador;61 un;89531;Brasil;55VQNYBKVN9P;NODATE;35414183336964
514;Padaria Central;Alameda de Azevedo, 942, 2792-644 Gandra;Camisola;4894 mL;64001;China;64KVDUARXDO1;16/06/2034;92531595229123
515;Móveis Raiz;Av Gaspar, S/N, 5217-275 Mêda; Azeite;136 un;53871;Itália;Y7W0EP90NFVH;15/07/2034;18363744526143
516;Empresa do João;Av de Abreu, 10, 3241-531 Pinhel;Computador;522 un;82776;China;1KM8UEC6UT6Y;28/08/2032;87027484003240
517;Empresa Alfa;Alameda Diogo Vieira, S/N, 9227-953 Leiria; Azeite;83 un;55552;China;VECYR8IV7SR3;15/12/2032;91458028911201
518;Empresa do João;Av Azevedo, S/N, 6769-768 Ermesinde;Camisola;500 un;64128;China;TIAS0FJELEWC;20/08/2028;45657155360243
519;Global Tech;Largo Leandro Melo, 56, 7317-060 Praia da Vitória;Vinho;196.34 kg;94984;Brasil;4GMKE7PYUAPB;25/07/2032;44332983322965
520;Química Duarte;Travessa do Olival, 39, 8533-958 Póvoa de Santa Iria;Sabonete;11946 mL;25008;Brasil;PM0N8NBOFVI1;NODATE;18067670738486
521;Empresa do João;Travessa 9 de Abril, 86, 9454-648 São Salvador de Lordelo;Camisola;6963 mL;35210;Alemanha;4D2GR84BGSMQ;14/01/2031;67858710915492
522;Móveis Raiz;Praça Teixeira, 3, 9874-082 Peso da Régua;Computador;259.03 L;64127;Portugal;XEU3KB19CDOO;18/10/2025;64755880433873
523;Móveis Raiz;R. Violeta Nunes, S/N, 9283-181 Amarante;Farinha;357 g;47302;Brasil;U6JAN4A8K513;NODATE;99403242845396
524;Têxtil Lusa;Avenida do Campo da Bola, 79, 2279-647 Albufeira;Cadeira;13772 mL;74770;Alemanha;ZGGF21E5S97T;26/12/2030;37419582950218
525;Móveis Raiz;Praça Araújo, 73, 9181-821 Sines;Sabonete;3913 mL;61533;França;U6LPMO2PMGJU;03/11/2030;14899183398832
526;Empresa do João;Largo de Marques, 12, 3166-752 Viseu;Pão;15277 g;56296;Itália;YLWPPFNJANPV;NODATE;03384138879575
527;Global Tech;Largo de Castro, S/N, 3066-494 Alcobaça;Impressora;16509 mL;20768;Alemanha;SLY0OEJX70UR;19/09/2028;71205578696316
